tx_amount,time_since_last_tx_seconds,degree_centrality,historical_tx_count,in_out_ratio,sent_tnx,received_tnx,time_diff_mins,is_fraud
0.0679,0.0,3,3,1.0087,1,2,1929.48,0
0.5343,0.0,3,144,152.8231,0,143,226756.63,0
67.3331,2004.6,4,4,1.0,3,1,100.23,0
87.8562,1430.4,10,266,1.0,129,137,159112.6,0
0.0515,63909.6,4,41,1.01,19,22,697603.9,0
45.5488,1140.0,13,304,1.0,129,175,163619.77,0
43.9797,124.8,2,4,1.0,2,2,8.97,0
1.9251,4018875.0,7,15,1.0005,6,9,690486.32,0
35.3498,3865.8,5,7,1.0,5,2,323.83,0
2.2447,2212227.6,9,16,1.001,10,6,418039.63,0
0.3034,0.0,3,135,81.3034,0,134,200121.92,0
67.3331,1329.6,4,4,1.0,3,1,66.47,0
0.2999,0.0,2,2,1.0102,1,1,85.88,0
0.0025,0.0,1,1,0.005,0,1,0.0,0
18.7495,3190643.4,5,5,1.0001,4,1,212709.57,0
50.4996,9654.6,4,4,1.0,2,2,323.08,0
55.6526,20163.6,36,1353,1.0,682,671,807524.02,0
50.4998,9697.2,4,4,1.0,2,2,324.63,0
75.7498,9544.8,3,3,1.0,2,1,318.15,0
1.5095,0.0,2,2,1.0004,1,1,2207.57,0
0.4247,0.0,4,47,39.077,0,46,319295.95,0
0.9949,6926.4,5,185,1.006,87,98,468755.98,0
75.7498,9745.2,3,3,1.0,2,1,324.85,0
67.3331,6613.2,4,4,1.0,3,1,330.65,0
0.5089,0.0,2,2,1.0064,1,1,5.37,0
14.5023,64577.4,36,78,0.8653,43,35,141459.5,0
0.5114,0.0,5,160,162.6277,0,159,226781.55,0
29.9998,322.8,6,6,1.0,5,1,26.9,0
0.1958,0.0,3,114,44.2601,0,113,226782.18,0
42.0831,1577.4,5,5,1.0,3,2,78.88,0
23.3178,605435.4,4,22,1.0001,3,19,42212.13,0
0.1988,0.0,2,2,1.0028,1,1,1.37,0
833.7498,175.8,5,5,1.0,3,2,9.63,0
833.7498,106.2,5,5,1.0,3,2,5.72,0
7.5543,95643.6,10,17,1.0001,9,8,288147.18,0
750.3748,133.8,6,6,1.0,4,2,8.92,0
0.4884,0.0,7,50,47.8608,0,49,226787.22,0
0.8711,12389.4,63,2350,1.0003,561,1789,1307279.17,0
2549.2743,190.2,104,104,1.0,102,2,325.53,0
0.0852,16744.2,2,40,1.0033,16,24,96419.53,0
75.7498,9456.0,3,3,1.0,2,1,315.2,0
75.7498,9913.8,3,3,1.0,2,1,330.47,0
0.6989,0.0,4,10,12.5801,0,9,259527.03,0
0.0942,0.0,3,99,18.4604,0,98,226772.63,0
0.4994,6654712.8,3,4,1.0009,2,2,221836.43,0
67.3331,1391.4,4,4,1.0,3,1,69.57,0
1.0413,3130.2,7,468,1.0008,233,235,1226718.08,0
67.3331,1330.2,4,4,1.0,3,1,66.52,0
0.8037,321406.2,75,472,1.0006,75,397,1570626.52,0
1.8333,0.0,2,4,11.0,0,3,60513.05,0
0.5806,0.0,2,2,1.0008,1,1,3.62,0
833.7498,126.6,5,5,1.0,3,2,6.32,0
18.1483,485283.0,19,39,0.6922,27,12,476826.85,0
0.0533,967819.2,18,22,1.0059,12,10,949090.93,0
0.0807,6013002.0,3,3,0.7107,2,1,200433.4,0
2.7051,1323.6,2008,10000,1.0512,2084,7916,261979.38,0
0.0185,2748886.8,3,3,1.0415,2,1,91629.55,0
14.5815,118352.4,62,142,0.9985,70,72,494869.17,0
11.8007,1541170.8,20,31,1.8017,17,14,899900.58,0
833.7498,222.6,5,5,1.0,3,2,11.13,0
0.0953,0.0,4,129,24.3931,0,128,244604.37,0
318.1322,1002.6,43,10000,0.9966,4967,5033,818491.23,0
0.9942,70369.8,9,12,1.0007,6,6,15955.08,0
12.8475,285418.8,4,7,0.6081,5,2,46352.6,0
0.8038,16.8,2,4,1.001,2,2,15462.57,0
2.0092,0.0,2,2,1.0011,1,1,211.42,0
116.7026,226.2,4,6,1.0,3,3,245270.3,0
75.7498,9375.0,3,3,1.0,2,1,312.5,0
1.5,0.0,1,1,3.0,0,1,0.0,0
0.5027,1043.4,6,13,1.0021,6,7,19046.52,0
2.9416,415432.2,10,11,1.0002,6,5,682571.43,0
0.4109,684813.6,17,19,1.0021,14,5,195497.37,0
0.5402,2554801.8,5,57,1.0004,3,54,996074.65,0
0.3591,0.0,4,122,86.8909,0,121,200112.75,0
0.7061,8984.4,2,32,1.0019,15,17,687269.15,0
5.07,2781.6,3,4,1.0008,2,2,153568.08,0
0.3112,1169445.0,7,51,1.0021,31,20,722485.52,0
1.0208,239362.2,2,26,1.0008,13,13,249204.78,0
1.0332,1710.6,2,1067,1.0008,523,544,415975.77,0
50.4998,9706.8,4,4,1.0,2,2,325.23,0
4.5307,1470511.2,7,9,0.7363,6,3,283684.25,0
2.528,223.2,4,6,1.0003,3,3,22478.05,0
4.2584,320.4,7,10000,1.0002,4940,5060,811712.75,0
0.0789,0.0,2,2,1.0079,1,1,312.55,0
1.3498,50592.6,2,20,1.0004,10,10,70055.88,0
833.7498,103.2,5,5,1.0,3,2,5.17,0
0.3663,0.0,5,94,68.1395,0,93,319320.53,0
833.7498,231.0,5,5,1.0,3,2,11.77,0
750.3748,115.2,6,6,1.0,4,2,9.0,0
3.8314,323.4,4,6,1.0001,3,3,3765.13,0
2579.6228,358.8,63,65,1.0,63,2,379.13,0
0.2255,3522.0,3,574,1.0019,287,287,127055.87,0
2.4448,594.0,3,8,1.0004,4,4,176811.93,0
37.8747,1054.2,6,6,1.0,4,2,71.92,0
75.7498,9350.4,3,3,1.0,2,1,311.68,0
5.673,0.0,2,2,1.0001,1,1,3.72,0
3.2016,700.8,7,18,1.0003,9,9,231004.67,0
97.4996,0.0,2,3,1.0,1,2,270209.42,0
1.248,4312.8,5,492,1.001,221,271,1069510.72,0
5.1998,0.0,2,4,1.0001,1,3,201420.4,0
3.6964,0.0,2,2,1.0,1,1,418607.98,0
36.0223,35977.2,158,2111,0.4668,2052,56,1295538.15,0
0.1005,52225.8,13,202,0.9635,173,29,463865.48,0
35.9367,25110.6,16,435,1.0,215,220,340540.77,0
0.413,0.0,4,137,112.3275,0,136,194620.42,0
0.4867,0.0,4,146,141.1409,0,145,245486.98,0
1.0469,1717.8,6,2143,1.0007,990,1153,1535449.33,0
833.7498,228.0,5,5,1.0,3,2,11.4,0
0.392,0.0,6,147,114.4544,0,146,229015.3,0
0.367,108753.0,9,152,1.0013,15,137,376364.5,0
0.5591,212.4,5,18,1.0091,9,9,363622.93,0
833.7498,225.6,5,5,1.0,3,2,11.28,0
0.0,0.0,1,2,0.0,0,2,3615.4,0
750.3748,293.4,6,6,1.0,4,2,19.55,0
1.6398,0.0,5,8,22.9576,0,7,226785.43,0
19.3571,501006.0,39,509,0.5178,62,447,1794671.48,0
5.072,0.0,4,11,101.4391,0,10,204968.27,0
195.9664,1263259.2,9,16,1.0,8,8,750563.77,0
2.3391,0.0,2,2,1.0002,1,1,5.7,0
4.1173,0.0,2,3,1.0001,1,2,20971.6,0
63.1247,1018.2,5,5,1.0,4,1,67.88,0
0.1677,0.0,2,2,1.0037,1,1,10.48,0
0.2489,0.0,2,2,1.0089,1,1,47.32,0
4.5819,313549.8,9,12,1.0001,4,8,506653.62,0
0.1679,0.0,2,2,1.0026,1,1,974.25,0
2.9997,0.0,2,2,1.0002,1,1,14.87,0
0.6016,2481.0,2,4,1.0029,2,2,229651.82,0
2.0101,0.0,4,10,36.1818,0,9,200117.2,0
133.213,444.0,4,10,1.0,5,5,342098.38,0
37.8747,982.2,6,6,1.0,4,2,467.77,0
3.9987,0.0,2,2,1.0002,1,1,5.62,0
10.2259,285.0,2,1946,1.0001,855,1091,40938.43,0
0.005,3205325.4,2,14,0.02,12,2,641066.5,0
1.8028,329766.6,4,239,1.0002,55,184,574144.57,0
0.1289,0.0,2,2,1.0048,1,1,288.02,0
50.4998,9747.6,4,4,1.0,2,2,325.65,0
0.5154,191133.0,9,12,1.0055,11,1,35041.07,0
117.3257,126678.6,15,333,1.0,13,320,165734.52,0
0.6972,219.6,18,19,1.0007,9,10,245815.45,0
0.3123,0.0,2,133,82.4578,0,132,226785.43,0
22.0192,329960.4,12,17,1.0,9,8,91893.15,0
0.3602,30284.4,11,46,1.0011,13,33,600384.95,0
0.0356,0.0,5,5,238.2865,1,4,305832.32,0
29.6853,0.0,3,5,1.0,1,4,18744.68,0
75.7498,9856.2,3,3,1.0,2,1,328.53,0
0.1624,0.0,2,2,1.0067,1,1,5.1,0
50.4998,9693.0,4,4,1.0,2,2,324.37,0
33.6664,1516.8,6,6,1.0,3,3,76.25,0
5.5222,143424.0,53,182,0.8178,153,29,512418.98,0
40.6873,0.0,2,3,1.0,1,2,6.32,0
29.9897,0.0,2,2,1.0,1,1,51.85,0
42.0831,886.8,5,5,1.0,3,2,65.4,0
0.5095,0.0,1,37,36.6856,0,36,815513.72,0
0.1992,1939.8,4,6,1.0142,3,3,44999.98,0
36.6451,58.2,5,28,1.0,14,14,27078.93,0
0.0801,1863.0,5,534,1.0181,264,270,746905.82,0
2.1768,243166.8,16,24,1.0002,14,10,874220.38,0
2.0156,960258.6,18,29,1.0068,22,7,394869.38,0
1.4601,4211430.0,10,16,1.0002,6,10,501456.12,0
8.9824,10000000.0,5,6,1.0001,2,4,691592.55,0
27.3371,0.0,6,98,1000.0,0,97,128555.55,0
833.7498,74.4,5,5,1.0,3,2,5.08,0
0.3019,34772.4,12,196,1.0004,16,180,273908.25,0
50.4998,9763.2,4,4,1.0,2,2,327.13,0
0.4305,0.0,5,158,135.1744,0,157,228989.5,0
1.3636,3729.0,12,1444,1.0003,556,888,214063.48,0
0.1404,0.0,2,125,34.8132,0,124,201125.9,0
0.005,34976.4,24,441,26.4988,410,31,249309.23,0
48.0684,41509.8,94,517,0.7951,438,78,507851.68,0
0.9294,0.0,4,24,42.7543,0,23,200107.02,0
833.7498,91.8,5,5,1.0,3,2,4.82,0
0.0047,425527.2,6,152,0.16,135,17,1018988.67,0
833.7498,70.8,5,5,1.0,3,2,5.48,0
2.6236,1313170.2,4,4,1.001,2,2,740337.58,0
75.7498,9514.8,3,3,1.0,2,1,317.15,0
10.4583,803225.4,14,22,0.7067,13,9,184387.9,0
40.6186,937862.4,26,82,4.0081,29,53,618965.75,0
0.2454,0.0,6,171,83.4415,0,170,200104.62,0
50.4998,9642.0,4,4,1.0,2,2,324.32,0
0.0538,1391088.6,4,13,1.1111,12,1,278217.7,0
4.6002,169.2,5,54,1.0001,27,27,145351.02,0
0.5604,0.0,2,4,1.0006,1,3,82747.73,0
6.5505,4893.0,6,1004,1.0,484,520,1451440.63,0
8.9573,906.6,3,25,1.0001,12,13,33163.98,0
0.7308,2975528.4,7,10,1.0012,6,4,387466.15,0
0.2755,419.4,28,54,1.0018,27,27,137510.0,0
1.1536,3038352.6,4,562,5.3103,3,559,901985.4,0
50.4997,9779.4,4,4,1.0,2,2,325.98,0
0.299,0.0,4,145,86.1141,0,144,198935.72,0
0.0,0.0,1990,10000,0.8,0,9999,34480.37,0
1.0982,0.0,2,2,1.0006,1,1,273.17,0
18.484,1356.6,4,8,1.0,4,4,37423.98,0
2.1173,18783.0,3,4,1.0022,2,2,19464.45,0
12.5,362.4,1268,13900,100.0,9996,4,60433.65,0
0.4942,9805.8,2,4,1.0009,2,2,437.97,0
48.5337,6310.8,7,260,0.876,127,133,420948.77,0
0.9989,0.0,2,2,1.0022,1,1,26.02,0
1.472,137349.0,11,25,1.0004,13,12,585477.82,0
3.3715,13359.0,6,35,1.0003,15,20,361441.22,0
750.3748,113.4,6,6,1.0,4,2,8.35,0
3.1412,126623.4,28,45,1.0001,22,23,154339.92,0
0.7192,180732.6,8,10,1.0178,4,6,358156.12,0
1.6264,0.0,6,21,65.0547,0,20,226778.27,0
8.7891,2011572.6,9,10,1.0035,6,4,215965.8,0
6.6708,253.2,3,4,1.0001,2,2,8635.58,0
2.9996,0.0,2,2,1.0003,1,1,1.58,0
2.6662,115.8,4,6,1.0002,3,3,103668.65,0
0.1151,0.0,3,133,30.3881,0,132,198944.6,0
29.5523,0.0,8,17,945.6722,0,16,226751.15,0
0.4293,0.0,4,81,68.6899,0,80,244627.97,0
19.9998,0.0,2,2,1.0,1,1,182.85,0
37.8747,1128.0,5,6,1.0,4,2,75.75,0
0.1858,0.0,4,144,53.1435,0,143,319318.32,0
833.7498,436.8,5,5,1.0,3,2,21.83,0
21.9997,0.0,2,2,1.0,1,1,2.73,0
0.9923,0.0,2,2,1.0005,1,1,5.95,0
6.8789,1107448.2,4,13,1.0001,6,7,262236.1,0
135.9482,26424.0,14,2388,0.9848,1199,9,622342.07,0
75.7498,9821.4,3,3,1.0,2,1,327.38,0
0.2834,49179.6,8,10,1.0046,6,4,300273.18,0
6.205,0.0,3,6,62.0505,0,5,306421.78,0
1.3724,0.0,4,44,118.028,0,43,201108.87,0
8.1329,3596280.0,7,8,1.0002,5,3,692744.43,0
42.0831,6622.2,5,5,1.0,3,2,332.73,0
42.0831,1441.2,5,5,1.0,3,2,72.88,0
9.8871,305.4,8,38,1.0001,19,19,314010.37,0
0.4787,0.0,5,125,118.7112,0,124,291445.03,0
0.4396,18169.8,11,13,1.0011,8,5,898706.45,0
12.366,134521.2,29,54,1.0077,18,36,597088.8,0
67.3331,1254.6,4,4,1.0,3,1,62.72,0
50.2511,2637037.8,6,9,1.0001,6,3,263742.08,0
1.2096,99708.0,19,25,1.0019,17,8,920276.75,0
18.029,513.0,11,17,1.0,8,9,328322.33,0
3.9136,225995.4,70,163,0.9868,111,52,556207.33,0
17.274,750.0,19,5136,1.0,2507,2629,1418597.22,0
67.3331,1276.2,4,4,1.0,3,1,63.8,0
0.4987,4512016.8,6,7,1.0013,3,4,1011246.63,0
42.0831,1473.6,5,5,1.0,3,2,74.55,0
50.4997,10001.4,4,4,1.0,2,2,333.38,0
0.2747,117.0,2,4,1.0018,2,2,88801.37,0
50.4997,9848.4,4,4,1.0,2,2,329.92,0
0.5667,363502.2,16,39,1.0668,12,27,1002326.87,0
0.0613,0.0,5,93,11.2769,0,92,159928.8,0
833.7498,180.0,5,5,1.0,3,2,9.7,0
3.0755,1365.6,3,440,0.9789,219,221,887485.73,0
75.7498,9447.6,3,3,1.0,2,1,314.92,0
42.0831,6568.8,5,5,1.0,3,2,330.08,0
5.6727,4592914.8,7,8,1.5098,4,4,322893.02,0
833.7498,194.4,5,5,1.0,3,2,9.72,0
67.3331,1369.2,4,4,1.0,3,1,68.47,0
5.072,0.0,4,8,71.0081,0,7,132990.6,0
75.7498,9826.2,3,3,1.0,2,1,327.55,0
7.4372,57072.6,4,4,1.0065,3,1,2853.63,0
67.3331,1393.8,4,4,1.0,3,1,69.68,0
111.9878,99599.4,52,203,1.0,105,98,962301.18,0
14.2477,135552.6,28,37,0.9106,25,12,112229.12,0
8.8705,823.2,13,14,1.0001,7,7,76400.45,0
0.4288,0.0,5,108,91.7538,0,107,291477.57,0
4.0342,2528.4,4422,10000,0.9979,4907,5093,501115.58,0
37.0761,182972.4,96,287,1.1663,238,47,1114801.93,0
1.7792,257889.6,22,41,1.2051,28,13,330290.9,0
11.0089,634.8,3,25,1.0001,12,13,192361.32,0
0.4998,0.0,2,2,1.0009,1,1,142017.28,0
0.9167,131307.6,3,11,1.0063,5,6,184488.8,0
2.1789,741717.0,5,68,1.0001,14,54,256967.4,0
2.5075,0.0,3,3,1.3433,1,2,478926.53,0
9.536,702.6,74,125,1.0001,61,64,81173.75,0
14.5081,4299948.6,7,17,1.0001,8,9,815602.62,0
50.4997,9450.0,4,4,1.0,2,2,325.73,0
0.5498,0.0,5,93,101.1616,0,92,228993.17,0
7.0888,0.0,1,1,14.1777,0,1,0.0,0
0.9992,0.0,2,2,1.0006,1,1,385.6,0
0.2754,528847.2,3,49,1.0014,14,35,611399.38,0
42.0831,1422.6,5,5,1.0,3,2,71.13,0
0.806,0.0,5,157,251.4835,0,156,291487.33,0
1.2923,0.0,3,6,12.923,0,5,60496.52,0
50.4998,9768.0,4,4,1.0,2,2,326.25,0
553.4496,955.8,7,444,1.0,201,243,1257613.95,0
42.0831,1465.8,5,5,1.0,3,2,73.82,0
833.7498,209.4,4,5,1.0,3,2,10.48,0
50.4998,9784.2,4,4,1.0,2,2,326.47,0
0.1664,0.0,4,235,77.8585,0,234,418969.92,0
0.5418,0.0,1,2,1.0836,0,1,1590.68,0
7.7362,113848.2,11,17,1.0001,8,9,50966.1,0
1.5469,28518.6,12,14,1.0004,9,5,674009.0,0
50.4997,9751.8,4,4,1.0,2,2,325.48,0
0.5349,0.0,6,680,726.3401,0,679,256859.13,0
0.3232,1006.8,3,202,1.0108,101,101,258116.58,0
22.5631,7866.6,3,683,1.0,197,486,157290.82,0
10.0732,1037877.0,9,13,1.0001,5,8,740334.43,0
0.4329,868.2,3,24,1.0021,11,13,14937.3,0
6.6674,75147.0,43,83,1.0001,43,40,125870.32,0
0.2028,0.0,4,49,19.4643,0,48,319329.77,0
0.43,0.0,7,150,128.1547,0,149,229032.17,0
4.6236,959185.2,10,11,1.0262,6,5,346113.5,0
1.0033,0.0,2,2,1.0006,1,1,20.78,0
67.3331,923.4,4,4,1.0,3,1,46.17,0
3.1599,0.0,2,2,1.0002,1,1,18.73,0
833.7498,77.4,5,5,1.0,3,2,5.35,0
47.9245,535740.6,18,27,1.0,14,13,141053.67,0
4.4997,0.0,2,2,1.0001,1,1,568.07,0
121.6648,334.2,4,6,1.0,3,3,129799.92,0
0.0183,0.0,4,10000,366.0,0,9999,311725.15,0
0.2,156139.8,23,52,1.0241,30,22,322522.95,0
21.9997,0.0,2,2,1.0,1,1,2.4,0
0.0627,0.0,2,2,1.0099,1,1,332.77,0
0.7792,0.0,2,2,1.0013,1,1,751.2,0
2.6055,332.4,193,10000,0.0,9999,1,55360.98,0
1.7786,1477.2,6,1612,1.0002,804,808,668995.4,0
0.9894,91357.2,7,230,1.0002,15,215,372441.2,0
0.4684,0.0,4,172,160.2071,0,171,209230.4,0
1.9715,530631.0,53,82,1.0013,66,16,738938.62,0
75.7498,9519.0,3,3,1.0,2,1,317.3,0
8.0853,87656.4,179,398,0.9102,292,106,982426.5,0
67.3331,1126.2,4,4,1.0,3,1,56.32,0
2.8833,0.0,2,2,1.0002,1,1,2.6,0
833.7498,126.6,5,5,1.0,3,2,7.35,0
15.5791,360766.2,10,87,1.0,44,43,541815.33,0
50.4998,9738.6,4,4,1.0,2,2,325.27,0
75.7498,9292.2,3,3,1.0,2,1,309.73,0
50.8451,322014.0,21,80,1.0,40,40,843497.63,0
0.9422,330516.6,4,11,1.0025,9,2,49625.12,0
42.0831,9781.2,5,5,1.0,2,3,326.13,0
30.2997,405.0,12,12,1.0001,10,2,68.98,0
6.3997,0.0,2,2,1.0001,1,1,280.95,0
833.7498,426.0,5,5,1.0,3,2,21.3,0
42.0831,1488.0,5,5,1.0,3,2,74.48,0
42.0831,6530.4,4,5,1.0,3,2,327.13,0
6.1905,345.6,5,11,1.0003,5,6,82787.32,0
126.8753,358821.0,20,41,1.0,21,20,498256.47,0
0.9351,422558.4,15,17,1.0005,8,9,80594.87,0
0.5392,185883.0,4,93,1.0008,36,57,382590.08,0
0.1252,0.0,1,1,0.2503,0,1,0.0,0
0.4024,0.0,1,1,0.8047,0,1,0.0,0
0.2914,0.0,5,69,39.6338,0,68,319307.7,0
270.6748,581746.8,7,121,1.0,14,107,257022.97,0
50.4998,9674.4,4,4,1.0,2,2,324.32,0
29.1351,407010.0,9,30,1.0,10,20,1028223.27,0
0.0824,0.0,2,2,1.0057,1,1,5.7,0
750.3748,139.2,6,6,1.0,4,2,9.42,0
0.2904,0.0,5,5,2.9035,0,5,628523.6,0
210.0135,5312524.2,16,35,1.0,4,31,619849.82,0
4.0954,101935.2,15,381,1.0001,40,341,793491.68,0
0.9105,283.2,4,7,0.7789,6,1,28.3,0
42.0831,6480.0,5,5,1.0,3,2,326.48,0
1.286,4280943.6,12,16,1.0623,10,6,803222.32,0
67.3331,1336.2,4,4,1.0,3,1,66.82,0
11.8621,0.0,1,29,688.0,0,29,412324.93,0
2.9112,265948.8,8,13,1.0003,5,8,55823.7,0
1.6224,69948.0,188,700,0.5493,597,103,1012331.27,0
1.0136,0.0,2,2,1.003,1,1,89.1,0
2.9873,0.0,2,2,1.0002,1,1,3.35,0
58.9164,202.8,3,7,1.0,6,1,20.25,0
833.7498,235.2,5,5,1.0,3,2,11.77,0
126.8753,358821.0,20,41,1.0,21,20,498256.47,0
0.9351,422558.4,15,17,1.0005,8,9,80594.87,0
0.5392,185883.0,4,93,1.0008,36,57,382590.08,0
0.1252,0.0,1,1,0.2503,0,1,0.0,0
0.4024,0.0,1,1,0.8047,0,1,0.0,0
0.2914,0.0,5,69,39.6338,0,68,319307.7,0
270.6748,581746.8,7,121,1.0,14,107,257022.97,0
50.4998,9674.4,4,4,1.0,2,2,324.32,0
29.1351,407010.0,9,30,1.0,10,20,1028223.27,0
0.0824,0.0,2,2,1.0057,1,1,5.7,0
750.3748,139.2,6,6,1.0,4,2,9.42,0
0.2904,0.0,5,5,2.9035,0,5,628523.6,0
210.0135,5312524.2,16,35,1.0,4,31,619849.82,0
4.0954,101935.2,15,381,1.0001,40,341,793491.68,0
0.9105,283.2,4,7,0.7789,6,1,28.3,0
42.0831,6480.0,5,5,1.0,3,2,326.48,0
1.286,4280943.6,12,16,1.0623,10,6,803222.32,0
67.3331,1336.2,4,4,1.0,3,1,66.82,0
11.8621,0.0,1,29,688.0,0,29,412324.93,0
2.9112,265948.8,8,13,1.0003,5,8,55823.7,0
1.6224,69948.0,188,700,0.5493,597,103,1012331.27,0
1.0136,0.0,2,2,1.003,1,1,89.1,0
2.9873,0.0,2,2,1.0002,1,1,3.35,0
58.9164,202.8,3,7,1.0,6,1,20.25,0
833.7498,235.2,5,5,1.0,3,2,11.77,0
1.0392,180411.6,71,297,0.9933,201,96,988908.52,0
30.872,1646.4,6,10,1.0,5,5,285115.22,0
0.7583,0.0,2,3,3.0332,0,2,5272.57,0
0.9999,525145.8,46,66,0.9193,45,21,511290.38,0
9.5369,17463.0,9,1131,0.999,102,1029,436853.67,0
67.3331,6091.8,3,4,1.0,3,1,304.58,0
750.3748,144.6,6,6,1.0,4,2,9.63,0
750.3748,111.0,6,6,1.0,4,2,8.25,0
67.3331,1402.8,4,4,1.0,3,1,70.13,0
0.2135,56583.6,49,399,1.0033,200,199,286442.25,0
4.5233,294535.2,8,16,0.4681,13,3,64843.1,0
833.7498,67.2,5,5,1.0,3,2,3.52,0
750.3748,88.2,6,6,1.0,4,2,6.9,0
3.5616,0.0,4,8,49.8622,0,7,198932.2,0
75.7497,9844.2,3,3,1.0,2,1,328.15,0
5.7071,2124.0,5,8,1.0001,4,4,19539.48,0
1.1465,0.0,2,2,1.0004,1,1,1.0,0
0.1975,1837.8,4,4,1.0023,2,2,990.03,0
50.4997,9853.8,4,4,1.0,2,2,330.08,0
9.7706,2710512.6,3,5,1.0001,3,2,141602.6,0
4.2699,225795.6,86,155,0.8463,111,44,1077405.07,0
1.5924,63030.0,853,1443,1.1977,689,754,1393223.92,0
1.3008,67335.0,37,910,1.0015,130,780,1146326.33,0
2.2135,164383.2,6,32,1.0592,3,29,303102.97,0
0.1601,0.0,2,2,1.0036,1,1,22.87,0
2.1361,0.0,6,24,98.2604,0,23,141742.03,0
0.4477,0.0,2,23,19.7,0,22,201173.6,0
75.7497,9841.2,3,3,1.0,2,1,328.03,0
0.1049,0.0,3,17,3.3564,0,16,425956.23,0
3.6507,956573.4,8,24,1.0004,16,8,378138.72,0
75.7498,9651.0,3,3,1.0,2,1,321.7,0
2.4264,0.0,2,2,1.0002,1,1,9.03,0
1.0595,4822.8,5,90,0.9819,45,45,218439.35,0
50.4997,9750.0,4,4,1.0,2,2,325.48,0
1.9851,437155.8,56,109,0.8069,89,20,859710.0,0
833.7498,137.4,5,5,1.0,3,2,7.88,0
0.0997,0.0,2,2,1.0063,1,1,2.87,0
0.0497,0.0,2,2,1.0126,1,1,305.8,0
0.2504,3613.8,8,17,1.0089,8,9,361103.55,0
0.0998,0.0,2,2,1.0047,1,1,5.8,0
640.8881,1327072.8,18,140,0.714,22,118,672137.4,0
0.1743,86511.6,78,146,1.645,77,69,943339.32,0
27.033,6113165.4,2,6,1.0,3,3,314177.05,0
6.3289,188958.6,12,60,1.0003,30,30,920078.93,0
0.2923,732485.4,27,33,1.0062,21,12,564120.9,0
0.2549,0.0,2,2,1.0024,1,1,276.62,0
0.5011,39488.4,48,288,1.1071,66,222,584627.13,0
18.3668,246.0,6,24,1.0001,12,12,73081.1,0
50.4997,9841.2,4,4,1.0,2,2,328.15,0
833.7498,263.4,5,5,1.0,3,2,13.23,0
0.6887,157.8,6,37,1.0006,18,19,410650.88,0
0.2904,293.4,9,12,1.0016,6,6,18450.17,0
0.3058,1042.8,4,4,1.0014,2,2,20400.7,0
5.0673,430.2,4,14,1.0004,7,7,83826.17,0
833.7498,402.6,5,5,1.0,3,2,20.18,0
42.0831,6481.8,4,5,1.0,3,2,325.1,0
2.1951,4945.2,15,54,1.0002,26,28,900000.88,0
0.1367,0.0,2,135,36.6246,0,134,319321.53,0
11.6396,173947.2,136,377,1.0002,226,151,1134563.5,0
138.7521,202.8,7,18,1.0,9,9,43436.53,0
42.0831,9630.6,5,5,1.0,2,3,322.47,0
0.4257,398636.4,38,75,0.3589,65,9,593349.17,0
13.3304,0.0,3,9,213.286,0,8,97609.33,0
0.259,0.0,2,2,1.0024,1,1,364.87,0
67.3331,1337.4,4,4,1.0,3,1,66.87,0
5.4011,303.0,13,24,1.0001,12,12,118442.8,0
0.6858,0.0,1,2,1.3716,0,1,8.22,0
1.9145,808.2,11,397,1.0002,177,220,712311.78,0
0.0997,0.0,2,2,1.0051,1,1,53.6,0
495.3525,967920.6,25,79,1.0623,51,28,1072012.07,0
58.333,245.4,2,6,1.0,3,3,34966.05,0
75.7498,9880.8,3,3,1.0,2,1,329.37,0
42.0831,1423.8,5,5,1.0,3,2,71.18,0
10.9997,0.0,2,2,1.0001,1,1,20.95,0
0.4176,0.0,2,5,3.3411,0,4,3188.0,0
2.4818,313843.2,20,50,1.0002,20,30,318226.72,0
0.1022,0.0,3,119,24.1091,0,118,291413.78,0
15.4495,241.8,5,8,1.0,4,4,78586.13,0
42.0831,1532.4,5,5,1.0,3,2,76.63,0
1.7677,755047.2,10,28,1.0025,24,4,332260.65,0
1.0014,1018.2,6,10000,14.02,9993,7,169660.38,0
75.7498,9663.6,3,3,1.0,2,1,322.12,0
833.7498,147.0,5,5,1.0,3,2,8.67,0
75.7497,1479.6,3,3,1.0,2,1,49.32,0
0.1388,773.4,7,10000,1.0238,4858,5142,168569.23,0
6.3843,428203.2,2,134,0.6499,68,66,570913.38,0
67.3331,1329.6,4,4,1.0,3,1,66.47,0
2.3553,1573.8,4,228,1.0003,57,171,350143.3,0
750.3748,130.8,6,6,1.0,4,2,8.72,0
67.3331,1427.4,4,4,1.0,3,1,71.38,0
24.6183,4804926.0,10,14,0.6317,8,6,725353.58,0
0.2674,457.8,4,962,1.004,479,483,505648.85,0
0.6614,1738668.6,11,13,1.0014,8,5,282885.17,0
0.7706,9398895.0,6,10,1.0008,6,4,1355183.82,0
50.4998,9718.8,4,4,1.0,2,2,325.23,0
7.6732,13029.6,7,9,1.0001,6,3,286741.15,0
1.5161,4179.6,17,32,1.0006,16,16,26737.83,0
31.2258,262.2,6,11,1.0,5,6,31454.52,0
833.7498,159.6,5,5,1.0,3,2,7.98,0
42.0831,1399.8,5,5,1.0,3,2,70.65,0
0.0014,9825945.6,3,3,5.1849,2,1,327531.52,0
67.3331,1335.6,4,4,1.0,3,1,66.78,0
